"","variable","gene","value","Scan Name","Target","Sample_ID","Group"
"460","DSP1001660035014AC03.dcc","SOX17",6.24766025474841,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C03","GB"
"467","DSP1001660035014AC05.dcc","DCDC2",7.80053903710814,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C05","IHD"
"468","DSP1001660035014AC05.dcc","PKHD1",8.27040432853757,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C05","IHD"
"469","DSP1001660035014AC05.dcc","HES4",6.20696807553441,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C05","IHD"
"470","DSP1001660035014AC05.dcc","BICC1",6.94910490768252,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C05","IHD"
"471","DSP1001660035014AC05.dcc","JAG1",7.14600801725087,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C05","IHD"
"472","DSP1001660035014AC05.dcc","SOX4",7.51007845693873,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C05","IHD"
"473","DSP1001660035014AC05.dcc","TACSTD2",6.83956311638445,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C05","IHD"
"474","DSP1001660035014AC05.dcc","HES1",7.39862720092242,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C05","IHD"
"475","DSP1001660035014AC05.dcc","TFF2",6.01876745922996,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C05","CBD"
"476","DSP1001660035014AC05.dcc","TFF3",7.39862720092242,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C05","CBD"
"477","DSP1001660035014AC05.dcc","TFF1",5.80227976809432,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C05","CBD"
"478","DSP1001660035014AC05.dcc","AQP5",5.68049389758064,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C05","CBD"
"479","DSP1001660035014AC05.dcc","FGF19",4.84294973610566,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C05","GB"
"480","DSP1001660035014AC05.dcc","SLC15A1",6.59184749973841,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C05","GB"
"481","DSP1001660035014AC05.dcc","MUC13",7.3192361543265,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C05","GB"
"482","DSP1001660035014AC05.dcc","SLC13A1",5.23779555882471,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C05","GB"
"483","DSP1001660035014AC05.dcc","SOX17",5.05383868327507,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C05","GB"
"490","DSP1001660035014AC07.dcc","DCDC2",7.83380400098542,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C07","IHD"
"491","DSP1001660035014AC07.dcc","PKHD1",8.55089679816431,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C07","IHD"
"492","DSP1001660035014AC07.dcc","HES4",6.58405204764528,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C07","IHD"
"493","DSP1001660035014AC07.dcc","BICC1",6.96945371526014,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C07","IHD"
"494","DSP1001660035014AC07.dcc","JAG1",7.27330362460995,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C07","IHD"
"495","DSP1001660035014AC07.dcc","SOX4",7.87951717972592,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C07","IHD"
"496","DSP1001660035014AC07.dcc","TACSTD2",7.52415881467142,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C07","IHD"
"497","DSP1001660035014AC07.dcc","HES1",7.05162291833147,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C07","IHD"
"498","DSP1001660035014AC07.dcc","TFF2",5.47658773720189,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C07","CBD"
"499","DSP1001660035014AC07.dcc","TFF3",6.78958432408973,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C07","CBD"
"500","DSP1001660035014AC07.dcc","TFF1",5.69685861888656,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C07","CBD"
"501","DSP1001660035014AC07.dcc","AQP5",5.47658773720189,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C07","CBD"
"502","DSP1001660035014AC07.dcc","FGF19",5.21651825534724,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C07","GB"
"503","DSP1001660035014AC07.dcc","SLC15A1",6.20760514065714,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C07","GB"
"504","DSP1001660035014AC07.dcc","MUC13",6.6904752166111,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C07","GB"
"505","DSP1001660035014AC07.dcc","SLC13A1",5.69685861888656,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C07","GB"
"506","DSP1001660035014AC07.dcc","SOX17",5.47658773720189,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C07","GB"
"513","DSP1001660035014AC09.dcc","DCDC2",7.20743267428395,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C09","IHD"
"514","DSP1001660035014AC09.dcc","PKHD1",8.14769575211892,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C09","IHD"
"515","DSP1001660035014AC09.dcc","HES4",6.69456989528196,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C09","IHD"
"516","DSP1001660035014AC09.dcc","BICC1",7.32576187694321,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C09","IHD"
"517","DSP1001660035014AC09.dcc","JAG1",7.60855945097714,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C09","IHD"
"518","DSP1001660035014AC09.dcc","SOX4",7.76337021471044,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C09","IHD"
"519","DSP1001660035014AC09.dcc","TACSTD2",7.56109512668437,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C09","IHD"
"520","DSP1001660035014AC09.dcc","HES1",7.17626918185961,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C09","IHD"
"521","DSP1001660035014AC09.dcc","TFF2",6.5069196474986,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C09","CBD"
"522","DSP1001660035014AC09.dcc","TFF3",7.2678100992575,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C09","CBD"
"523","DSP1001660035014AC09.dcc","TFF1",6.5069196474986,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C09","CBD"
"524","DSP1001660035014AC09.dcc","AQP5",5.64061855690294,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C09","CBD"
"525","DSP1001660035014AC09.dcc","FGF19",5.64061855690294,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C09","GB"
"526","DSP1001660035014AC09.dcc","SLC15A1",7.0094760479144,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C09","GB"
"527","DSP1001660035014AC09.dcc","MUC13",7.51201595881675,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C09","GB"
"528","DSP1001660035014AC09.dcc","SLC13A1",5.54626769619782,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C09","GB"
"529","DSP1001660035014AC09.dcc","SOX17",5.64061855690294,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C09","GB"
"536","DSP1001660035014AC11.dcc","DCDC2",6.93100162557382,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C11","IHD"
"537","DSP1001660035014AC11.dcc","PKHD1",8.25378346219163,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C11","IHD"
"538","DSP1001660035014AC11.dcc","HES4",6.57445922957835,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C11","IHD"
"539","DSP1001660035014AC11.dcc","BICC1",6.45400652123479,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C11","IHD"
"540","DSP1001660035014AC11.dcc","JAG1",6.83779732979627,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C11","IHD"
"541","DSP1001660035014AC11.dcc","SOX4",7.14064731946101,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C11","IHD"
"542","DSP1001660035014AC11.dcc","TACSTD2",6.73815320130397,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C11","IHD"
"543","DSP1001660035014AC11.dcc","HES1",7.39082137126545,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C11","IHD"
"544","DSP1001660035014AC11.dcc","TFF2",6.38978613365812,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C11","CBD"
"545","DSP1001660035014AC11.dcc","TFF3",6.17795495693171,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C11","CBD"
"546","DSP1001660035014AC11.dcc","TFF1",6.099819172304,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C11","CBD"
"547","DSP1001660035014AC11.dcc","AQP5",4.9267253221738,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C11","CBD"
"548","DSP1001660035014AC11.dcc","FGF19",5.387713427202,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C11","GB"
"549","DSP1001660035014AC11.dcc","SLC15A1",5.73652539804735,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C11","GB"
"550","DSP1001660035014AC11.dcc","MUC13",7.3236578952192,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C11","GB"
"551","DSP1001660035014AC11.dcc","SLC13A1",5.24979500458055,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C11","GB"
"552","DSP1001660035014AC11.dcc","SOX17",5.62935959976302,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","C11","GB"
"559","DSP1001660035014AD01.dcc","DCDC2",7.05043905357977,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","D01","IHD"
"560","DSP1001660035014AD01.dcc","PKHD1",8.0858868328574,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","D01","IHD"
"561","DSP1001660035014AD01.dcc","HES4",5.51052696907884,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","D01","IHD"
"562","DSP1001660035014AD01.dcc","BICC1",6.24840297033878,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","D01","IHD"
"563","DSP1001660035014AD01.dcc","JAG1",7.38665094553615,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","D01","IHD"
"564","DSP1001660035014AD01.dcc","SOX4",7.14211771187851,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","D01","IHD"
"565","DSP1001660035014AD01.dcc","TACSTD2",6.07314010078712,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","D01","IHD"
"566","DSP1001660035014AD01.dcc","HES1",7.26955911075957,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","D01","IHD"
"567","DSP1001660035014AD01.dcc","TFF2",6.40466218390798,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","D01","CBD"
"568","DSP1001660035014AD01.dcc","TFF3",6.47687172659739,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","D01","CBD"
"569","DSP1001660035014AD01.dcc","TFF1",5.20513658547376,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","D01","CBD"
"570","DSP1001660035014AD01.dcc","AQP5",5.02418915994322,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","D01","CBD"
"571","DSP1001660035014AD01.dcc","FGF19",5.64196946581976,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","D01","GB"
"572","DSP1001660035014AD01.dcc","SLC15A1",6.7919735235221,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","D01","GB"
"573","DSP1001660035014AD01.dcc","MUC13",6.90097601056406,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","D01","GB"
"574","DSP1001660035014AD01.dcc","SLC13A1",5.87360290110765,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","D01","GB"
"575","DSP1001660035014AD01.dcc","SOX17",5.87360290110765,"709 NM left 111","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","D01","GB"
"582","DSP1001660035014AE07.dcc","DCDC2",7.57588424158144,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E07","IHD"
"583","DSP1001660035014AE07.dcc","PKHD1",8.96052301397576,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E07","IHD"
"584","DSP1001660035014AE07.dcc","HES4",7.30251637098531,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E07","IHD"
"585","DSP1001660035014AE07.dcc","BICC1",7.57588424158144,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E07","IHD"
"586","DSP1001660035014AE07.dcc","JAG1",7.69531624339306,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E07","IHD"
"587","DSP1001660035014AE07.dcc","SOX4",7.08646076752542,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E07","IHD"
"588","DSP1001660035014AE07.dcc","TACSTD2",8.2049951661681,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E07","IHD"
"589","DSP1001660035014AE07.dcc","HES1",6.96494796213695,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E07","IHD"
"590","DSP1001660035014AE07.dcc","TFF2",6.43470367519004,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E07","CBD"
"591","DSP1001660035014AE07.dcc","TFF3",6.34012638045393,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E07","CBD"
"592","DSP1001660035014AE07.dcc","TFF1",6.34012638045393,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E07","CBD"
"593","DSP1001660035014AE07.dcc","AQP5",4.98251327148857,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E07","CBD"
"594","DSP1001660035014AE07.dcc","FGF19",5.74336667802936,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E07","GB"
"595","DSP1001660035014AE07.dcc","SLC15A1",6.607071846464,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E07","GB"
"596","DSP1001660035014AE07.dcc","MUC13",7.25145954016259,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E07","GB"
"597","DSP1001660035014AE07.dcc","SLC13A1",5.58740964884599,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E07","GB"
"598","DSP1001660035014AE07.dcc","SOX17",5.41252694015985,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E07","GB"
"605","DSP1001660035014AE09.dcc","DCDC2",7.38857164937124,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E09","IHD"
"606","DSP1001660035014AE09.dcc","PKHD1",8.88385968721466,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E09","IHD"
"607","DSP1001660035014AE09.dcc","HES4",6.98777406967329,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E09","IHD"
"608","DSP1001660035014AE09.dcc","BICC1",6.6655781616526,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E09","IHD"
"609","DSP1001660035014AE09.dcc","JAG1",7.38857164937124,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E09","IHD"
"610","DSP1001660035014AE09.dcc","SOX4",7.29832149534719,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E09","IHD"
"611","DSP1001660035014AE09.dcc","TACSTD2",7.92939355020592,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E09","IHD"
"612","DSP1001660035014AE09.dcc","HES1",6.9288357485498,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E09","IHD"
"613","DSP1001660035014AE09.dcc","TFF2",7.59221179392718,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E09","CBD"
"614","DSP1001660035014AE09.dcc","TFF3",7.29832149534719,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E09","CBD"
"615","DSP1001660035014AE09.dcc","TFF1",6.51342626164879,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E09","CBD"
"616","DSP1001660035014AE09.dcc","AQP5",5.34163988202258,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E09","CBD"
"617","DSP1001660035014AE09.dcc","FGF19",5.92771949781731,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E09","GB"
"618","DSP1001660035014AE09.dcc","SLC15A1",6.86738668920005,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E09","GB"
"619","DSP1001660035014AE09.dcc","MUC13",7.92939355020592,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E09","GB"
"620","DSP1001660035014AE09.dcc","SLC13A1",5.66423834974996,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E09","GB"
"621","DSP1001660035014AE09.dcc","SOX17",5.51193735127661,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E09","GB"
"628","DSP1001660035014AE11.dcc","DCDC2",7.7373166811118,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E11","IHD"
"629","DSP1001660035014AE11.dcc","PKHD1",9.13005928934531,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E11","IHD"
"630","DSP1001660035014AE11.dcc","HES4",7.03106621501234,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E11","IHD"
"631","DSP1001660035014AE11.dcc","BICC1",7.11941927629901,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E11","IHD"
"632","DSP1001660035014AE11.dcc","JAG1",7.35601881949472,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E11","IHD"
"633","DSP1001660035014AE11.dcc","SOX4",7.62106604819603,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E11","IHD"
"634","DSP1001660035014AE11.dcc","TACSTD2",6.9369472300743,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E11","IHD"
"635","DSP1001660035014AE11.dcc","HES1",7.42698352624774,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E11","IHD"
"636","DSP1001660035014AE11.dcc","TFF2",5.31929936981884,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E11","CBD"
"637","DSP1001660035014AE11.dcc","TFF3",6.01584781946747,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E11","CBD"
"638","DSP1001660035014AE11.dcc","TFF1",6.18916858686824,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E11","CBD"
"639","DSP1001660035014AE11.dcc","AQP5",5.59057480027801,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E11","CBD"
"640","DSP1001660035014AE11.dcc","FGF19",6.01584781946747,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E11","GB"
"641","DSP1001660035014AE11.dcc","SLC15A1",6.34388254995127,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E11","GB"
"642","DSP1001660035014AE11.dcc","MUC13",6.48360027541154,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E11","GB"
"643","DSP1001660035014AE11.dcc","SLC13A1",4.98492079491822,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E11","GB"
"644","DSP1001660035014AE11.dcc","SOX17",6.61097373321131,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","E11","GB"
"651","DSP1001660035014AF02.dcc","DCDC2",7.84936646176375,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F02","IHD"
"652","DSP1001660035014AF02.dcc","PKHD1",8.96927360698384,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F02","IHD"
"653","DSP1001660035014AF02.dcc","HES4",6.23417559249669,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F02","IHD"
"654","DSP1001660035014AF02.dcc","BICC1",7.57388290271129,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F02","IHD"
"655","DSP1001660035014AF02.dcc","JAG1",7.02679545267583,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F02","IHD"
"656","DSP1001660035014AF02.dcc","SOX4",7.61133536346847,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F02","IHD"
"657","DSP1001660035014AF02.dcc","TACSTD2",7.61133536346847,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F02","IHD"
"658","DSP1001660035014AF02.dcc","HES1",6.57475017708798,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F02","IHD"
"659","DSP1001660035014AF02.dcc","TFF2",6.13479674835431,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F02","CBD"
"660","DSP1001660035014AF02.dcc","TFF3",6.71897493149442,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F02","CBD"
"661","DSP1001660035014AF02.dcc","TFF1",5.49867307691239,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F02","CBD"
"662","DSP1001660035014AF02.dcc","AQP5",4.91553734036048,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F02","CBD"
"663","DSP1001660035014AF02.dcc","FGF19",5.32920498340929,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F02","GB"
"664","DSP1001660035014AF02.dcc","SLC15A1",6.91142386339965,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F02","GB"
"665","DSP1001660035014AF02.dcc","MUC13",6.78601780460673,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F02","GB"
"666","DSP1001660035014AF02.dcc","SLC13A1",5.49867307691239,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F02","GB"
"667","DSP1001660035014AF02.dcc","SOX17",6.23417559249669,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F02","GB"
"674","DSP1001660035014AF04.dcc","DCDC2",7.50564267078395,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F04","IHD"
"675","DSP1001660035014AF04.dcc","PKHD1",8.67172964932875,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F04","IHD"
"676","DSP1001660035014AF04.dcc","HES4",6.43528570867972,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F04","IHD"
"677","DSP1001660035014AF04.dcc","BICC1",7.19014803751592,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F04","IHD"
"678","DSP1001660035014AF04.dcc","JAG1",6.83671913456047,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F04","IHD"
"679","DSP1001660035014AF04.dcc","SOX4",7.10957262494021,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F04","IHD"
"680","DSP1001660035014AF04.dcc","TACSTD2",7.56728050592371,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F04","IHD"
"681","DSP1001660035014AF04.dcc","HES1",6.88593054018169,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F04","IHD"
"682","DSP1001660035014AF04.dcc","TFF2",7.02422942952448,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F04","CBD"
"683","DSP1001660035014AF04.dcc","TFF3",7.06753199904791,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F04","CBD"
"684","DSP1001660035014AF04.dcc","TFF1",6.43528570867972,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F04","CBD"
"685","DSP1001660035014AF04.dcc","AQP5",5.77635839838217,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F04","CBD"
"686","DSP1001660035014AF04.dcc","FGF19",5.28335813258111,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F04","GB"
"687","DSP1001660035014AF04.dcc","SLC15A1",7.30315424059761,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F04","GB"
"688","DSP1001660035014AF04.dcc","MUC13",7.44125342650716,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F04","GB"
"689","DSP1001660035014AF04.dcc","SLC13A1",5.42327570201094,"936 NM left 57","atop(atop(textstyle('ePCO'),textstyle(italic('in vivo'))))","F04","GB"
