,logFC,AveExpr,t,P.Value,adj.P.Val,B
MAPRE1,0.201819284,8.485047122,0.770384871,0.44588282,0.909237538,-5.587933974
APOBEC3C,0.12904451,9.072404825,0.76546895,0.448768317,0.913056818,-5.742510935
CSNK2B,0.133318685,9.046369805,0.764804136,0.449159388,0.913056818,-5.735329217
BAHD1,0.138624961,8.432026612,0.763346344,0.450017624,0.913374303,-5.595130123
NAP1L1,-0.138199772,9.278664804,-0.759652188,0.452196783,0.914808505,-5.817710735
CNBP,-0.134360441,9.537687201,-0.759148016,0.452494671,0.914808505,-5.879111907
IFI16,-0.118494636,9.489849666,-0.758499787,0.452877844,0.914808505,-5.846802244
CTAGE9,0.148793686,8.626846028,0.757385617,0.453536884,0.914808505,-5.628367658
PRAC1,-0.176527788,8.652784259,-0.753261058,0.455981485,0.914888411,-5.644219494
CTBP1,-0.143150008,8.67635806,-0.751286268,0.457154656,0.914888411,-5.661815508
MTCH2,0.210055126,8.347448892,0.750020247,0.457907692,0.914888411,-5.582954919
PUM1,0.167080999,8.645748466,0.749978163,0.457932736,0.914888411,-5.643874239
JUN,0.151414053,8.747637059,0.748043436,0.459084958,0.914888411,-5.662573145
PFDN5,-0.135059962,9.19735041,-0.747678765,0.459302325,0.914888411,-5.791674146
DDX5,0.095126783,10.2090702,0.746907316,0.459762357,0.914888411,-6.030192638
GIT2,-0.157005164,8.436262872,-0.746552891,0.459973798,0.914888411,-5.622616131
ORM2,0.151394131,8.531203852,0.746454158,0.46003271,0.914888411,-5.630106111
CD3E,-0.111321369,9.454846949,-0.742708847,0.462270695,0.914888411,-5.85453079
ARF5,0.15634407,9.076094029,0.741906154,0.462751159,0.914888411,-5.736149337
TMEM106C,0.208901167,9.066018637,0.74184145,0.462789902,0.914888411,-5.739327759
PABPC1,-0.119996078,10.15020358,-0.740402732,0.463651836,0.914888411,-6.023788232
TRIR,-0.166797214,9.025023962,-0.740307017,0.463709212,0.914888411,-5.773315899
TBC1D2B,-0.153926968,8.472701692,-0.739613949,0.46412479,0.914888411,-5.629670032
U2AF1,-0.122626992,8.961580437,-0.73398806,0.467506159,0.918338333,-5.768206176
PTP4A2,-0.10495298,9.743625907,-0.733203037,0.467979114,0.918338333,-5.928381665
CGB2,-0.139501296,8.738837204,-0.732319232,0.468511912,0.918338333,-5.674241933
SNW1,-0.138759898,8.414752239,-0.730935302,0.46934691,0.918338333,-5.612896541
ARHGAP4,0.124628562,9.027732763,0.72758967,0.471369039,0.918338333,-5.760926063
NUP50,-0.143141851,8.237116306,-0.726315306,0.472140589,0.918338333,-5.588324609
PTTG1,-0.145959798,8.694415502,-0.725973948,0.472347383,0.918338333,-5.678291304
ADRM1,0.170170608,8.321939272,0.724144795,0.473456364,0.918338333,-5.600238224
TUBA1C,-0.093311923,10.97784629,-0.72300014,0.474151105,0.918338333,-6.197575775
PSMA4,-0.122816863,8.959556792,-0.722300977,0.474575743,0.918338333,-5.766336742
ATP5IF1,0.121214008,8.718175835,0.720743062,0.475522729,0.918338333,-5.710157007
CISD2,-0.165082142,8.424826325,-0.72005989,0.475938338,0.918338333,-5.672399446
RPL18A,-0.081558123,10.63244831,-0.719910147,0.476029462,0.918338333,-6.133276897
SAMSN1,-0.130935232,8.757813444,-0.717542366,0.477471665,0.918338333,-5.703863093
TMEM126B,0.141537136,8.695291798,0.717373284,0.477574747,0.918338333,-5.697087822
HLA-E,-0.063489081,10.87892033,-0.716890214,0.477869324,0.918338333,-6.183957248
KHSRP,-0.15926116,8.756937881,-0.714062052,0.479596013,0.918338333,-5.720763532
UBE2Z,-0.11726348,8.911778254,-0.712550209,0.480520495,0.918338333,-5.762643477
RBM14,-0.140085046,8.496105635,-0.711225802,0.481331191,0.918338333,-5.665920796
OR4F4,0.13500348,8.513042201,0.710828345,0.481574633,0.918338333,-5.664405974
ZBTB7A,-0.161892089,8.398178326,-0.709476611,0.482403092,0.918338333,-5.625673129
AMD1,0.127915369,9.120689609,0.709274436,0.482527071,0.918338333,-5.782310588
SMARCC2,0.136941495,8.77892461,0.708720655,0.482866757,0.918338333,-5.734539465
PPIB,-0.09258829,9.741281299,-0.708236614,0.483163776,0.918338333,-5.950347088
TRAPPC1,-0.141431102,8.714729253,-0.707653508,0.48352172,0.918338333,-5.691332683
PSMC4,0.112536462,8.567113149,0.704737632,0.485313898,0.920398516,-5.705487294
LOXL1,-0.184281383,9.83466196,-0.703148903,0.486291948,0.920910952,-5.979341089
OGFR,-0.117448546,8.696506118,-0.70092156,0.487665004,0.922168852,-5.708793769
CHTOP,0.243753403,8.311499989,0.698593176,0.489102671,0.923545102,-5.625859118
PTBP3,0.158179182,8.3888662,0.696326562,0.490504477,0.924052593,-5.62375654
CAPZB,-0.117702309,9.501766369,-0.69561637,0.490944162,0.924052593,-5.887535286
CEMIP2,0.151124902,8.310899415,0.693810294,0.492063312,0.924052593,-5.61681774
RBM3,0.129596995,9.020975793,0.692472422,0.492893251,0.924052593,-5.766302723
NPDC1,-0.10288812,8.903738993,-0.690774062,0.49394794,0.924052593,-5.773018428
RPL6,-0.077564127,10.56295035,-0.688215097,0.495539439,0.924052593,-6.154654361
ZC3H11A,-0.164156628,8.566220682,-0.687815462,0.495788241,0.924052593,-5.693510896
PBX2,-0.139670047,8.543684741,-0.686903012,0.496356567,0.924052593,-5.697740357
CAMK2D,-0.1358902,8.293456031,-0.68620597,0.496790969,0.924052593,-5.625622993
FAM102A,-0.114498018,8.962792857,-0.686118565,0.496845455,0.924052593,-5.755203384
CCDC88B,0.103147485,9.470961794,0.684303089,0.497977931,0.924052593,-5.909233662
ATXN1,-0.130308376,8.723796757,-0.682974215,0.498807774,0.924052593,-5.721958245
CDKN1B,-0.107285944,8.715519741,-0.679892538,0.500735131,0.924052593,-5.735008865
CASP8,0.117672186,8.731320857,0.678982898,0.501304826,0.924052593,-5.700513996
PRELID3B,0.175876535,8.420232925,0.678315246,0.501723195,0.924052593,-5.652448846
H3C4,0.174310845,8.971133024,0.676077197,0.503127018,0.924052593,-5.78229012
CTDSP1,0.130093779,9.011575381,0.674494896,0.504120822,0.924052593,-5.793577471
GABARAPL1,0.128394377,9.533341543,0.674171945,0.504323792,0.924052593,-5.914325593
DDX39A,0.16488449,8.354868527,0.673452687,0.504775996,0.924052593,-5.641584189
H2BC5,-0.090195844,9.45326277,-0.670709888,0.506502457,0.924052593,-5.92598299
ATP6V0C,-0.139094093,8.689997278,-0.669579871,0.507214688,0.924052593,-5.684107446
HOPX,0.150387245,8.49431842,0.669578148,0.507215774,0.924052593,-5.64974501
MICOS10,0.149168468,8.433972227,0.667872043,0.50829214,0.924052593,-5.661354702
JUND,0.104181965,9.68311259,0.666566854,0.509116412,0.924052593,-5.943806646
RAPGEF1,0.157931522,8.394300208,0.666272719,0.509302269,0.924052593,-5.660982642
TNFAIP8,-0.133041417,8.540898593,-0.665111802,0.510036186,0.924052593,-5.679032749
HMGN2,0.084071245,11.34350787,0.664900303,0.510169955,0.924052593,-6.295774469
PRMT2,0.126389236,8.962137504,0.660111375,0.513203961,0.924052593,-5.77363601
EIF3C,0.122787403,9.22529101,0.659843634,0.513373875,0.924052593,-5.860695067
EP300,0.137564633,8.379337108,0.659784592,0.513411349,0.924052593,-5.655339123
PTPRCAP,-0.081959969,10.39371005,-0.65879427,0.514040118,0.924052593,-6.142374701
ROMO1,0.160174234,8.389701904,0.656353043,0.515591866,0.924052593,-5.653966087
MEF2D,-0.152824621,8.298635424,-0.65621156,0.515681876,0.924052593,-5.647148671
PSMB8,-0.142553819,9.003658747,-0.654243383,0.51693489,0.924052593,-5.785831061
FAM3A,0.149536845,8.827010852,0.653289134,0.517542991,0.924052593,-5.755095221
CCL3,-0.094156556,9.506794393,-0.652971256,0.517745646,0.924052593,-5.945867297
PSD4,0.115668041,8.850192756,0.652567875,0.518002872,0.924052593,-5.776553899
GPAT2,0.124918651,8.739163581,0.651553384,0.518650093,0.924052593,-5.757070316
CCNI,-0.105199238,9.023439395,-0.651455637,0.518712476,0.924052593,-5.808459172
ATP5PF,-0.118899849,8.675783605,-0.647462668,0.521264276,0.924052593,-5.732523278
CRKL,0.115090457,9.043824844,0.647026508,0.521543421,0.924052593,-5.850994766
SGPL1,0.130730889,8.630616298,0.646868297,0.521644697,0.924052593,-5.719420934
STING1,-0.130610052,8.531951869,-0.646755625,0.521716828,0.924052593,-5.697832748
GIMAP4,-0.108609069,9.107672142,-0.64662847,0.521798238,0.924052593,-5.819578623
CACNG7,-0.152944895,8.25926325,-0.643618985,0.523727007,0.924052593,-5.666935282
PSME1,-0.093474455,9.114092929,-0.6434056,0.523863909,0.924052593,-5.826954376
SULT1A4,0.126454726,9.106281312,0.643347509,0.523901182,0.924052593,-5.837641838
ATP5MG,-0.14181828,8.873877712,-0.642429918,0.524490123,0.924052593,-5.774844162
DTD2,0.157470026,8.640938813,0.64102936,0.525389729,0.924052593,-5.727638077
PTPN7,0.099433856,9.384291923,0.639757464,0.526207404,0.924052593,-5.905811032
PPP3R1,0.144449568,8.450640201,0.638657012,0.526915406,0.924052593,-5.702328655
H2AC16,-0.138505282,9.517901318,-0.63778538,0.527476551,0.924052593,-5.988733931
RPL36AL,-0.09940219,8.907017587,-0.636874248,0.528063463,0.924052593,-5.795443856
GAGE1,-0.139238642,9.061606592,-0.635888375,0.528698911,0.924052593,-5.850878282
BRD4,-0.128100506,9.011957084,-0.634421611,0.529645067,0.924052593,-5.832880094
COX6B1,-0.132386011,8.759635824,-0.634227514,0.529770339,0.924052593,-5.756712951
ADAM19,0.087479518,9.803970436,0.630082907,0.53244904,0.924052593,-6.043442075
HMGA1,-0.085748082,9.411288994,-0.629639695,0.532735914,0.924052593,-5.920876389
TMA7,-0.067800301,10.44363636,-0.628402662,0.533537028,0.924052593,-6.16043637
ELMO1,-0.121359816,8.530771852,-0.627804697,0.533924503,0.924052593,-5.729150973
PRR13,-0.131568404,8.625121788,-0.627786479,0.53393631,0.924052593,-5.733321155
GABARAP,-0.101734782,9.834991932,-0.62774996,0.533959979,0.924052593,-6.044330658
TARDBP,-0.133456654,8.525498014,-0.627506133,0.534118024,0.924052593,-5.706565882
RNF11,0.170526232,8.592681414,0.625060151,0.535704832,0.925567048,-5.72314722
GLUD1,0.129115732,8.468648697,0.617914059,0.540354904,0.9272773,-5.700322543
PLEKHO1,-0.12140266,8.879394593,-0.616778988,0.541095441,0.9272773,-5.775307123
RPL37,-0.069579404,10.90019745,-0.614868336,0.542343167,0.9272773,-6.257996889
