,logFC,AveExpr,t,P.Value,adj.P.Val,B
CXCL9,1.724526487,8.871338391,6.099788385,4.32E-07,0.000561555,6.105166654
IL2RB,-0.911237449,9.41959865,-5.470628374,3.12E-06,0.002028277,4.467654639
KRT8,1.331291631,8.970936556,5.003039674,1.35E-05,0.00577187,3.062680798
IGHG1,-5.179489822,10.85149548,-4.91393437,1.77E-05,0.00577187,2.879221559
IGHG3,-4.194007504,11.88338626,-4.724956078,3.18E-05,0.008285019,2.273258798
IGHG4,-4.678757718,11.7465628,-4.591779247,4.80E-05,0.010397718,1.916473973
LAP3,0.791131977,9.031487723,4.447089018,7.46E-05,0.013866966,1.551075223
ATP1B1,0.567176625,9.747262422,4.245724427,0.000137262,0.022322309,0.9977633
LSP1,-0.444682739,10.80505168,-4.164748712,0.000175029,0.024395746,0.667666319
TNFSF10,0.87861599,8.484407343,4.141711706,0.000187515,0.024395746,0.707459886
ARHGAP9,-0.643515067,8.457832647,-3.990319936,0.000294098,0.034783759,0.324688676
PRMT8,0.399806014,13.29661968,3.735302516,0.000620048,0.06722352,-0.746860418
FAM13B,0.705558498,8.313391349,3.625942546,0.000849265,0.084991815,-0.603897545
RPS2,-0.419262272,10.88787338,-3.556410439,0.00103543,0.096221,-1.001327254
B2M,-0.351231678,13.14641775,-3.511512057,0.00117588,0.101530301,-1.335000598
MARCKSL1,0.711956294,8.613640412,3.453737478,0.001383703,0.101530301,-1.026067524
HLA-DQB1,-0.82004039,9.474033859,-3.43165883,0.001472075,0.101530301,-1.16720808
MT2A,-0.506594172,9.481535038,-3.426897711,0.001491828,0.101530301,-1.160978557
RPL18,-0.318427556,10.97969753,-3.406677491,0.001578584,0.101530301,-1.411297961
PHAX,0.381779368,10.54456136,3.398918729,0.001613138,0.101530301,-1.366745096
RPS14,-0.362595425,10.59032831,-3.393249384,0.001638844,0.101530301,-1.393009562
THBS1,-0.763044408,8.871196893,-3.375940585,0.001719772,0.101701068,-1.240040091
CAMK2N1,0.536835144,9.197372445,3.283204441,0.002222612,0.125722515,-1.474754626
EEF1B2,-0.641670924,8.883397731,-3.258341946,0.002379601,0.128994206,-1.525547116
TYMP,0.761182709,8.731738468,3.167636652,0.003046554,0.153569821,-1.710394019
VIM,0.292425231,12.24992092,3.164920157,0.003069036,0.153569821,-2.150551914
ZNF845,0.704948068,8.33976636,3.112022929,0.003539442,0.170548673,-1.824706156
STMN1,-0.471289856,9.106050299,-3.050845345,0.00416842,0.193682666,-2.036413682
H2AC8,-0.697930355,9.292565371,-2.99265857,0.004863294,0.218177433,-2.194670528
RPL13,-0.300888686,11.06402273,-2.953028282,0.005397458,0.234069771,-2.548662612
CXADR,0.54064016,8.378211247,2.897342564,0.006241634,0.250568508,-2.304729771
SRGN,-0.515588164,9.206845253,-2.896233217,0.006259645,0.250568508,-2.401148418
DEK,-0.527863855,9.009110981,-2.886955348,0.00641219,0.250568508,-2.395696839
RPS28,-0.285387513,10.91072961,-2.878850255,0.006548293,0.250568508,-2.701292585
SSR4,-0.582810339,9.023528121,-2.856342812,0.006940543,0.257989904,-2.467147566
RPS11,-0.318101411,10.67755466,-2.807916747,0.007860039,0.279705462,-2.840277892
HLA-DRB1,-0.52386369,10.74763198,-2.803234033,0.007954729,0.279705462,-2.858238365
ACTN4,0.337464923,10.31809253,2.783949239,0.008355993,0.286082826,-2.84116129
LAG3,-0.470071142,8.860753613,-2.767847907,0.008705359,0.286883628,-2.66736933
PLEC,0.322181076,10.38451711,2.758879638,0.00890579,0.286883628,-2.892546497
PRDX2,0.398978219,9.763342582,2.752656087,0.009047391,0.286883628,-2.81096877
SIGIRR,0.598234045,8.457478779,2.743418577,0.009261424,0.286883628,-2.647887307
S100A6,0.312900528,11.28550317,2.707516872,0.010138653,0.295971761,-3.145863789
ITGAL,-0.444386263,9.650185861,-2.704250926,0.010222159,0.295971761,-2.911661733
ANTXR2,0.654967074,8.243014212,2.703661362,0.010237301,0.295971761,-2.716993366
TRBC1,-0.252033445,11.85794258,-2.690136673,0.010590416,0.299524585,-3.249058442
KLRB1,-0.486449852,8.937824452,-2.654499912,0.011575491,0.320419451,-2.89415162
CCN2,0.747449979,9.490270359,2.634720421,0.012158074,0.32683954,-3.010633275
ILF3,-0.561426688,8.509332408,-2.629710424,0.012309867,0.32683954,-2.899868912
FLNA,0.439950098,10.19355301,2.613553044,0.012811378,0.333352044,-3.196558099
EMP3,0.303649779,9.615421464,2.550993504,0.014935554,0.378824319,-3.229040191
MYADM,0.436150509,8.858181222,2.542263399,0.0152564,0.378824319,-3.107877475
LTBP4,0.562081917,8.458094973,2.534350077,0.015552668,0.378824319,-3.086658992
OPTN,0.342917218,9.050258154,2.529844799,0.015723684,0.378824319,-3.175637371
SERBP1,-0.35514662,9.440854607,-2.484444569,0.01754554,0.402639275,-3.330817797
BCL2L11,-0.560039706,8.529264724,-2.480022864,0.017732894,0.402639275,-3.217029412
HSPD1,-0.512239313,8.466221332,-2.478710386,0.017788856,0.402639275,-3.211220263
ANXA2,0.367253708,9.618832136,2.474949651,0.017950098,0.402639275,-3.389564954
NR2F2,0.476573925,9.054113664,2.450849353,0.019015397,0.405841635,-3.338801996
MKI67,-0.575704907,8.598172963,-2.450780103,0.019018539,0.405841635,-3.29906859
ZNF217,-0.510564451,8.338422596,-2.450556215,0.019028701,0.405841635,-3.247328882
SLC7A2,0.629307931,8.557534087,2.427817338,0.020086874,0.42150037,-3.315324578
MYL6,0.201770304,11.37689398,2.403777823,0.021263402,0.439106131,-3.81969591
LUC7L3,0.382804986,8.473616892,2.376146791,0.022692561,0.456133808,-3.388355319
JUNB,0.504402802,9.030764682,2.371398835,0.022946704,0.456133808,-3.500342551
HUWE1,0.475973802,8.564103697,2.360737002,0.023526789,0.456133808,-3.42962266
RPS8,-0.209425411,10.74855124,-2.357576452,0.023701273,0.456133808,-3.824885647
NFYA,0.634286066,9.625982196,2.35440412,0.023877581,0.456133808,-3.623561214
GMFG,-0.357381825,9.144849923,-2.34880641,0.02419157,0.456133808,-3.547968221
ID2,-0.343456746,9.722113191,-2.335665858,0.02494333,0.459713686,-3.705700053
SLC50A1,0.423422729,8.72353366,2.33317566,0.025088141,0.459713686,-3.524021954
SLA,-0.453769751,8.834364021,-2.30238973,0.026941962,0.486408285,-3.61596156
RPL27A,-0.274961068,10.67827278,-2.294023657,0.027466557,0.486408285,-3.944861439
TAP1,0.34712093,9.619263934,2.290871564,0.027666574,0.486408285,-3.750503237
ATP5PO,-0.53572627,8.172761766,-2.272510481,0.028857862,0.4983666,-3.573762897
SOD2,0.571641773,8.546724306,2.264564612,0.029387489,0.4983666,-3.603937487
RPS3,-0.24049875,10.84855411,-2.258510251,0.029796859,0.4983666,-4.045429282
COTL1,-0.259996539,10.62847949,-2.257304225,0.029879012,0.4983666,-4.019763246
CD8A,-0.34714742,10.36989857,-2.247141173,0.030579388,0.50339347,-4.004437788
IDH2,-0.396564835,8.681818353,-2.238720329,0.031170772,0.50339347,-3.687504116
CRABP2,0.523191796,8.478493805,2.231044595,0.031718698,0.50339347,-3.670223613
LGALS1,0.289815501,9.704262803,2.230913847,0.031728105,0.50339347,-3.899992888
FKBP3,-0.496732055,8.261922413,-2.191722063,0.034662577,0.518316349,-3.739508681
PTPN1,-0.43372578,8.343626148,-2.190450618,0.03476169,0.518316349,-3.744242851
HCN4,0.358251221,9.261058221,2.18717197,0.035018432,0.518316349,-3.901615662
LHFPL6,0.474050152,9.261585498,2.174549638,0.036022638,0.518316349,-3.904145349
MAPKBP1,0.547667126,8.980393981,2.172929426,0.036153371,0.518316349,-3.863209149
ETV3,0.490328168,8.593791505,2.172581152,0.036181528,0.518316349,-3.793715235
PRR5,0.425652419,8.692765287,2.16442354,0.036846626,0.518316349,-3.821204572
ETFA,0.332078957,9.001879878,2.161003356,0.037128683,0.518316349,-3.893852737
ITPRID2,0.416736705,9.231273054,2.160573612,0.037164259,0.518316349,-3.93893776
CRIP1,0.257692971,10.59549533,2.159962163,0.037214928,0.518316349,-4.185024522
IL32,0.252341917,11.55179735,2.1548895,0.037637651,0.518316349,-4.340913217
LMNB1,-0.487867094,8.343624138,-2.151700289,0.03790559,0.518316349,-3.820571854
RPL9,-0.218454802,10.74632537,-2.148648333,0.038163576,0.518316349,-4.240574897
COX8A,0.341793327,9.230877274,2.133342746,0.039480933,0.518316349,-3.975280459
NFATC3,-0.401787088,8.425212224,-2.1323137,0.039570927,0.518316349,-3.858411124
GSN,0.499069711,9.161572197,2.132205532,0.039580397,0.518316349,-3.96699362
H2AC11,-0.290717244,10.44588926,-2.129755029,0.039795478,0.518316349,-4.222480004
RPN1,-0.383293392,9.025747988,-2.129251019,0.039839842,0.518316349,-3.964586659
H3C7,-0.328570034,10.40813578,-2.119138974,0.040739207,0.524769391,-4.255013862
TRAC,-0.216155969,11.28876867,-2.10914388,0.04164571,0.531186952,-4.406175018
PDIA6,-0.318283899,9.493002824,-2.099061288,0.042578097,0.533166416,-4.111701637
TUBA4A,-0.456865001,8.699263083,-2.09860709,0.042620528,0.533166416,-3.958361898
SLAIN2,0.461386375,8.514844316,2.092520486,0.043192732,0.533470968,-3.92170114
CCT4,0.378442103,8.554466006,2.089649533,0.043464967,0.533470968,-3.948724064
TAPBP,0.284315319,9.599260269,2.051317766,0.047246719,0.57446712,-4.202832826
HNRNPK,-0.372661378,9.038138561,-2.044309365,0.047968462,0.577842307,-4.119737349
ALOX5AP,-0.416433803,8.650142604,-2.032782634,0.049176478,0.586959616,-4.049789721
GSTP1,0.462177993,8.389085791,2.016252722,0.050955142,0.602660363,-4.036918104
CD247,-0.417005032,9.111508078,-2.005171863,0.052178617,0.608464723,-4.199787062
IST1,0.357808162,8.491030308,2.003358214,0.052381283,0.608464723,-4.073403113
RPS27A,-0.208164795,10.60092205,-1.996256624,0.053181451,0.609208086,-4.498206208
RPLP2,-0.209692059,11.00358401,-1.993462157,0.053499216,0.609208086,-4.568671889
LUC7L,-0.463981732,8.258553645,-1.990393477,0.053850061,0.609208086,-4.081832604
RPS29,-0.220580841,11.1395398,-1.981083636,0.054926714,0.612901438,-4.609112031
RNF149,-0.409542914,8.661397994,-1.952377192,0.058364826,0.612901438,-4.199685195
OAZ1,-0.273581048,9.541277806,-1.950363986,0.058612776,0.612901438,-4.372305575
CTSC,-0.357914443,8.637723754,-1.947828306,0.058926369,0.612901438,-4.213961163
RPS6KA1,0.454826773,8.462499785,1.945545027,0.059209985,0.612901438,-4.165334361
TUBB,-0.278863223,9.653311719,-1.943661821,0.059444793,0.612901438,-4.403376445
GNAS,0.242488269,11.10238564,1.942983872,0.05952952,0.612901438,-4.668368459
JAK1,-0.380279474,8.394504046,-1.94140796,0.059726872,0.612901438,-4.167576545
PPP4R2,0.343335737,9.112451508,1.938151684,0.060136446,0.612901438,-4.288269197
BMERB1,0.277478344,10.819761,1.934655103,0.06057894,0.612901438,-4.66939166
GOLGA6L6,0.376208658,9.015833241,1.931318448,0.061003809,0.612901438,-4.300273331
H1-5,-0.302664563,10.99652496,-1.926983331,0.061559649,0.612901438,-4.701188703
RPL31,-0.213426512,10.66015867,-1.92459163,0.06186817,0.612901438,-4.640493916
CCL5,-0.260348381,11.03990534,-1.922524167,0.062135938,0.612901438,-4.700169173
DYNC1H1,0.330168091,9.135170667,1.922256376,0.062170694,0.612901438,-4.343168102
CDC73,0.440831613,8.297165607,1.92134876,0.062288615,0.612901438,-4.188049676
MYL12A,0.247753118,9.682115017,1.918897779,0.062608019,0.612901438,-4.456713479
TOMM6,-0.457901391,8.266814506,-1.918527963,0.062656335,0.612901438,-4.200423372
SEMA4D,-0.367844484,9.035396264,-1.911462239,0.063585628,0.617125719,-4.326170889
CST7,-0.345587795,8.833989684,-1.908063228,0.064036873,0.617125719,-4.312604004
CCND2,-0.364562496,8.782167513,-1.890918327,0.066355137,0.630785534,-4.326131197
MYL9,0.445410242,8.474122677,1.878085891,0.068137008,0.630785534,-4.305267107
ACTA2,0.599196725,8.750936876,1.868655467,0.069472433,0.630785534,-4.327894919
RPS6KA3,-0.329892381,8.719354768,-1.867252233,0.069673041,0.630785534,-4.357472867
PTBP1,0.619196434,11.40458134,1.862829691,0.070308532,0.630785534,-4.853429944
RAB35,0.339833731,8.510710419,1.858973368,0.070866692,0.630785534,-4.338486722
SKI,0.33280133,9.369302109,1.857898734,0.071022905,0.630785534,-4.48949136
SF3B1,-0.345667297,8.88296058,-1.854601191,0.071504083,0.630785534,-4.393754688
HLA-DPA1,-0.503839335,8.433644571,-1.853786095,0.071623449,0.630785534,-4.334006785
FYN,-0.281714417,9.268945641,-1.85283127,0.071763493,0.630785534,-4.483320674
MAF,-0.375928371,9.632618014,-1.851101445,0.072017802,0.630785534,-4.567136125
TXN,0.521171331,8.940834365,1.850516571,0.072103961,0.630785534,-4.374098998
PRRC2B,-0.404341355,8.215627133,-1.849978122,0.072183358,0.630785534,-4.301460577
UBE2D3,-0.331919429,9.11805479,-1.849579693,0.072242156,0.630785534,-4.454018006
MVP,0.407320337,8.404933328,1.843923592,0.073081266,0.63291562,-4.330992622
PNP,0.34285143,8.513878299,1.841117102,0.073500692,0.63291562,-4.345315861
PKNOX2,0.400908087,8.562631147,1.838155217,0.07394556,0.63291562,-4.366110719
SARAF,-0.264373948,9.22869722,-1.819468362,0.076805379,0.643408343,-4.548676185
FN1,0.647420244,8.83013484,1.815743659,0.077386478,0.643408343,-4.420726986
MACF1,0.292611081,9.208813936,1.813644211,0.077715656,0.643408343,-4.539293478
TP53BP1,0.432647468,8.54313167,1.806869835,0.078785928,0.643408343,-4.404870914
HNRNPUL1,-0.311883516,9.193190492,-1.803542778,0.079316115,0.643408343,-4.568840808
BLOC1S1,0.29319597,8.868026639,1.803171582,0.079375454,0.643408343,-4.489384765
PPP1CA,-0.328186305,8.813847961,-1.800520705,0.079800313,0.643408343,-4.481887819
CLEC16A,0.385953695,8.220237826,1.799281145,0.079999637,0.643408343,-4.371238749
MBD3,0.369223827,8.279029233,1.799103285,0.080028272,0.643408343,-4.394237996
ANKRD36B,0.348134321,8.823269367,1.796008496,0.080527911,0.643408343,-4.475655712
H2AC19,-0.282087886,11.50642791,-1.793423622,0.080947243,0.643408343,-4.988870439
CXCR6,-0.346889225,8.907811478,-1.792447663,0.081106048,0.643408343,-4.515701862
CXXC1,0.425715748,8.373707679,1.78809995,0.081816691,0.645112211,-4.407659071
FAU,0.204536007,10.45283959,1.78280336,0.082689521,0.645270271,-4.832639281
H4C6,-0.387569267,8.52630047,-1.777266858,0.083610266,0.645270271,-4.491185927
TPM4,0.3156252,9.859840097,1.775175869,0.083960246,0.645270271,-4.747992293
TTC19,0.311103143,8.957519024,1.773264744,0.084281199,0.645270271,-4.540880536
EVI2B,-0.316753204,9.018784875,-1.770310892,0.084779299,0.645270271,-4.581510992
CORO1A,0.149009437,11.39815727,1.770113821,0.084812618,0.645270271,-5.011528551
LAMTOR2,0.370865027,8.118791766,1.761172433,0.086335999,0.652232816,-4.414963201
HEXA,-0.323346181,8.863114057,-1.758835668,0.086737892,0.652232816,-4.565378611
POLG,0.350775753,8.490982931,1.75597658,0.087231752,0.652232816,-4.490409717
RBPJ,-0.263447428,9.884625693,-1.751472384,0.088014566,0.653418376,-4.770911397
CYLD,-0.26713104,8.983754554,-1.749296689,0.088394799,0.653418376,-4.602711153
IGFBP4,0.446092335,8.264554502,1.743484346,0.089417348,0.65618697,-4.461447766
LMNA,0.360017008,8.5134732,1.741447177,0.089778079,0.65618697,-4.49364613
H4C4,-0.450203049,9.169296239,-1.734480868,0.091020854,0.660057812,-4.647998133
RPL24,-0.193189049,9.9633913,-1.73100408,0.091646469,0.660057812,-4.834978613
PSMA5,-0.310437525,8.527493328,-1.727758707,0.092233683,0.660057812,-4.535945442
PCBP2,-0.189665578,10.52469504,-1.726088279,0.092537151,0.660057812,-4.954376649
SPCS3,-0.312266511,8.583698926,-1.724401634,0.092844412,0.660057812,-4.553966292
PRF1,-0.258404409,9.048338849,-1.714140403,0.094732131,0.669817949,-4.680909079
LDHB,0.181840749,10.09452557,1.706119691,0.096229853,0.675858438,-4.886247904
HSPA4,0.381445017,8.377148126,1.700071711,0.097372192,0.675858438,-4.53770564
VASP,0.283510963,9.135912653,1.696822544,0.097990535,0.675858438,-4.715319515
CCDC184,0.337999334,9.081986956,1.696110127,0.098126549,0.675858438,-4.712914642
RPS15A,-0.225904781,10.15682731,-1.695810014,0.098183893,0.675858438,-4.926720951
UCP2,-0.208502348,10.22726725,-1.684413114,0.100382248,0.687354235,-4.956783092
TLN1,0.233137901,9.224896698,1.678855235,0.101469027,0.688196536,-4.763787635
THEMIS,0.321793368,8.826769364,1.677834131,0.101669748,0.688196536,-4.662217793
TMEM181,0.319502573,8.422899449,1.675690567,0.102092184,0.688196536,-4.601762931
WIZ,0.308751658,8.422029181,1.669838823,0.1032528,0.689058643,-4.59680537
EIF4G2,0.191912265,10.44225353,1.669705592,0.103279351,0.689058643,-5.012596594
DCAF8,0.36389058,8.663059708,1.659385685,0.105353186,0.69930865,-4.647791531
FUS,0.152708481,10.75690572,1.65020357,0.10722716,0.708134695,-5.097395811
GIMAP7,-0.388548658,9.158649905,-1.646371261,0.108017377,0.709750544,-4.801300733
OSBPL8,0.316840433,8.323941149,1.642919212,0.108733285,0.710864338,-4.620520856
EIF5A,-0.190246012,10.33027526,-1.635352548,0.110316168,0.71707788,-5.035614436
ATP1A1,0.324938349,8.61703244,1.631497776,0.111129806,0.71707788,-4.681594891
BCKDHA,0.290385011,8.41873078,1.628181969,0.111833619,0.71707788,-4.644888562
HSPE1,0.422982544,8.648640548,1.6279246,0.111888401,0.71707788,-4.710837892
CD44,0.199102557,10.84970625,1.618668769,0.113873211,0.721770337,-5.173755085
PSMB10,0.329213454,8.695862993,1.613945105,0.11489721,0.721770337,-4.744766509
GSDMD,-0.373649811,8.189583429,-1.612699172,0.115168556,0.721770337,-4.670460308
KDM2A,-0.357276363,8.339590012,-1.611663286,0.115394556,0.721770337,-4.696047394
ZNF276,-0.31416942,8.378869186,-1.610953657,0.115549586,0.721770337,-4.686548327
RPL7L1,-0.342734506,8.43909726,-1.609127736,0.11594927,0.721770337,-4.704209686
BTF3,-0.210665103,10.0308688,-1.605478515,0.116751451,0.723303039,-5.037204451
TPI1,-0.34665435,9.026079479,-1.593147482,0.11949569,0.736795698,-4.832611892
CARD8,-0.274485933,8.495370254,-1.587377624,0.120797692,0.737158237,-4.737253849
AHNAK,-0.183265591,10.84687428,-1.58533969,0.121260314,0.737158237,-5.205625113
SFPQ,-0.194230115,10.23899243,-1.584561792,0.121437281,0.737158237,-5.106209347
ADAR,-0.28307073,8.47952514,-1.582878568,0.121820923,0.737158237,-4.755001916
TPP1,-0.334658854,8.345085575,-1.577978418,0.122943384,0.73724528,-4.729245606
SRI,-0.363533832,8.440360658,-1.57697456,0.123174368,0.73724528,-4.752430885
HINT1,-0.266663377,9.327404643,-1.568592519,0.125116835,0.73724528,-4.926778838
ARL6IP4,-0.261494702,8.915080246,-1.56460854,0.126048759,0.73724528,-4.850190394
C11orf58,-0.328302245,8.521899444,-1.563940901,0.12620548,0.73724528,-4.78468394
XRCC6,0.221084344,9.409904079,1.5620242,0.126656283,0.73724528,-4.956899422
PGAM4,0.288502525,9.156942231,1.560884501,0.126924955,0.73724528,-4.908226251
VEZF1,0.32752269,8.700244203,1.55935317,0.127286677,0.73724528,-4.79100683
SLFN5,-0.272937628,8.874299231,-1.556229727,0.128027063,0.73724528,-4.874164223
PNRC1,-0.369494753,8.601255612,-1.556062964,0.128066691,0.73724528,-4.785143002
ATP5MF,-0.319387594,8.573276843,-1.556054333,0.128068742,0.73724528,-4.803609592
HNF4A,0.28607063,8.481840413,1.551140538,0.129240871,0.738217268,-4.767682098
RPL30,-0.160126992,10.63362998,-1.54975128,0.129573829,0.738217268,-5.228578526
MAZ,0.281767573,11.15218018,1.546663099,0.130316444,0.738217268,-5.329029624
SERINC1,0.287692572,8.633795046,1.543405523,0.131103513,0.738217268,-4.795940238
STK10,-0.296844442,8.719117491,-1.539560892,0.132037349,0.738217268,-4.838140997
TARP,-0.275950336,8.657343608,-1.538114145,0.13239014,0.738217268,-4.837999818
H2AC6,-0.225218884,9.838750653,-1.53599065,0.132909332,0.738217268,-5.100102206
NDUFB8,-0.248719025,8.767028141,-1.533986227,0.133400913,0.738217268,-4.867554734
NOTCH2NLA,0.228331373,9.056505305,1.532926918,0.133661298,0.738217268,-4.901849968
PYHIN1,-0.257538289,9.098116052,-1.531909306,0.133911818,0.738217268,-4.958462248
TOX,-0.322435738,8.550324143,-1.528488167,0.13475682,0.739741025,-4.826513856
RNASEK,0.244789911,8.967136537,1.524066044,0.135855405,0.742638161,-4.915182964
GET3,0.353860844,8.28303533,1.518037596,0.137364624,0.745363468,-4.774923773
RHOF,0.355422191,8.761000045,1.516962098,0.137635283,0.745363468,-4.88328238
SF3A2,0.336649545,8.29603629,1.515227504,0.13807271,0.745363468,-4.779940637
HNRNPAB,-0.253989158,8.825679554,-1.505957433,0.140429346,0.749485327,-4.917524564
BTG1,-0.224018147,9.677201527,-1.500874297,0.141735177,0.749485327,-5.11010975
SAMD3,0.30531464,8.77068687,1.500555545,0.141817385,0.749485327,-4.902049106
BTN3A1,-0.399652647,8.367949959,-1.499933746,0.14197786,0.749485327,-4.828849158
ZFAND5,0.27256993,8.876970557,1.499018157,0.142214422,0.749485327,-4.937198294
IRF1,0.218463857,9.892736739,1.497626204,0.142574664,0.749485327,-5.164384767
UBE2V1,-0.271254413,8.551501735,-1.496491611,0.14286884,0.749485327,-4.858401448
NBPF19,-0.260915444,9.701456823,-1.493436228,0.143663445,0.750627077,-5.149120454
PPP1CC,-0.230932034,8.785802157,-1.482939494,0.146420191,0.755308941,-4.91900676
H4C13,0.301491524,9.150449761,1.482789342,0.146459928,0.755308941,-5.004203115
FAM72B,0.317498682,8.664166872,1.481322831,0.14684849,0.755308941,-4.911753703
B3GAT3,0.302166946,8.504723224,1.48119743,0.146881754,0.755308941,-4.885363453
RPS20,-0.209302644,10.66853132,-1.475360417,0.148436724,0.757199383,-5.350174823
PIM1,0.251401487,8.88882986,1.474628693,0.148632573,0.757199383,-4.957053023
CWC15,0.249054053,8.561582591,1.470486505,0.14974512,0.757199383,-4.902325537
DELE1,0.280529357,9.424306095,1.468819459,0.150194732,0.757199383,-5.076496385
MTHFD2,-0.318757206,8.372836831,-1.460644091,0.152415193,0.757199383,-4.88133012
RPS3A,-0.163796386,10.767754,-1.45951042,0.152725144,0.757199383,-5.382979137
RPS12,-0.15504639,11.04286863,-1.458114211,0.15310756,0.757199383,-5.440996853
S100A11,0.216847292,9.710208396,1.458109772,0.153108777,0.757199383,-5.153737636
RPS24,-0.19023347,10.45579089,-1.45798924,0.153141826,0.757199383,-5.33179749
PCNA,-0.279902987,8.771612681,-1.456391284,0.153580505,0.757199383,-4.969593285
JAK3,0.237084944,9.672793297,1.456132917,0.153651527,0.757199383,-5.160638182
GRB2,-0.273868745,9.168996195,-1.452811899,0.154566745,0.758835228,-5.076753998
BRD2,-0.263520003,8.966082442,-1.44989749,0.155373452,0.759613624,-5.004764779
PDIA3,-0.333172107,8.310413746,-1.447069275,0.156159476,0.759613624,-4.900547493
OST4,-0.241762085,8.492275345,-1.445930314,0.156476903,0.759613624,-4.934726867
ZNF705A,0.219841478,8.947752309,1.4407024,0.157940453,0.762695886,-5.018548468
NONO,-0.309655599,8.447770698,-1.439145554,0.158378369,0.762695886,-4.936854102
NFKBIA,0.314442559,9.44437966,1.436610893,0.159093374,0.762695886,-5.169983272
SPPL2A,0.324044957,8.406382499,1.434888002,0.159580834,0.762695886,-4.91916047
LSM7,0.273718297,8.262953586,1.433024446,0.160109415,0.762695886,-4.898042406
H4C12,-0.163100254,11.81423043,-1.430363137,0.160866658,0.762695886,-5.570597669
ERP29,-0.268611724,8.552539228,-1.427907223,0.161567952,0.762695886,-4.953408566
NICN1,0.253268199,9.140111111,1.427056422,0.16181146,0.762695886,-5.074579605
RPL11,-0.304048989,8.698924505,-1.425046107,0.162387979,0.762695886,-4.990751098
STK17A,0.337406801,8.415256479,1.422854021,0.163018462,0.762902946,-4.912707112
SPOCK2,0.287314541,9.286870218,1.414992236,0.165295453,0.765236021,-5.132408479
AZIN1,-0.243015042,8.520341547,-1.41429147,0.165499617,0.765236021,-4.989135415
RPS27,-0.116808368,11.73710533,-1.413889003,0.165616963,0.765236021,-5.576210318
EMILIN1,0.293297302,8.988408314,1.413022727,0.16586976,0.765236021,-5.083414976
HNRNPL,-0.257411432,9.240388137,-1.410673633,0.166556794,0.765549862,-5.135030956
ZFP36L1,-0.262855034,8.69205834,-1.408771788,0.167114651,0.765549862,-5.035797023
THRA,0.251289719,8.488083524,1.405072758,0.168203847,0.767835806,-4.975382709
S100A4,0.15449211,11.60476093,1.394249956,0.171422516,0.776040549,-5.592721089
B4GALT1,-0.278889033,8.593912593,-1.393157519,0.171750051,0.776040549,-5.002503211
CSK,0.263593484,9.260337209,1.391830617,0.172148539,0.776040549,-5.161816483
HLA-C,0.151799786,10.4961718,1.388736791,0.173080454,0.776040549,-5.422473179
RPL26,-0.176377234,10.89143261,-1.387791333,0.173366023,0.776040549,-5.498850101
UBXN11,0.291933444,8.770409724,1.387083138,0.173580169,0.776040549,-5.035320669
ZNF444,-0.36611719,8.619170678,-1.382158768,0.175074902,0.780006266,-5.044822454
FABP5,-0.29849165,9.047581859,-1.380016535,0.175728261,0.780006266,-5.136550693
RPL36A,-0.233994873,9.313775966,-1.375901854,0.176988501,0.780006266,-5.20517652
SERF2,-0.207015324,9.336021379,-1.374306017,0.177479153,0.780006266,-5.187933281
VCP,-0.171260278,9.369578206,-1.372981911,0.177887059,0.780006266,-5.226596401
PPP6R1,0.321220126,9.042648563,1.371157785,0.17845019,0.780006266,-5.121220786
PTPRC,-0.214139858,10.2416762,-1.370466358,0.178664003,0.780006266,-5.419727753
H2BC9,-0.266628806,9.402637142,-1.368138119,0.17938543,0.780536605,-5.254388789
MYH9,0.166774701,11.84339242,1.363889388,0.180707746,0.780909134,-5.664693026
CD96,-0.254365321,8.966425516,-1.361655145,0.181406115,0.780909134,-5.148960561
RRAS,0.335502331,8.433385126,1.359548976,0.182066357,0.780909134,-5.015185006
CALM1,-0.282096089,8.445195358,-1.357828612,0.182607031,0.780909134,-5.004404942
LENG1,0.2944091,8.814759401,1.357466605,0.18272096,0.780909134,-5.12089082
FAM131C,0.309634349,8.484816156,1.356350777,0.183072472,0.780909134,-5.025214948
SDF4,-0.235515478,8.462655865,-1.35138434,0.184643342,0.78257208,-5.052080059
PSMA2,0.208027821,8.9620713,1.35131497,0.184665356,0.78257208,-5.131437896
CBX5,-0.244176383,8.786729396,-1.348094983,0.185689455,0.78435708,-5.106815466
UBXN4,0.211351591,9.178191586,1.345476763,0.18652538,0.784675323,-5.20473882
LENG8,-0.23719969,9.429798373,-1.34408452,0.186971061,0.784675323,-5.2698216
MXD4,-0.263759327,8.47634443,-1.341823987,0.187696438,0.785186709,-5.04541431
SRSF6,-0.281332199,8.49280469,-1.336470802,0.189422825,0.785193725,-5.064881491
RPS19,-0.132411661,10.94818612,-1.335268538,0.189812221,0.785193725,-5.571637141
RPL5,-0.134531668,10.84932299,-1.334797917,0.189964815,0.785193725,-5.570022701
SNRPG,0.249825621,9.219872058,1.334343515,0.190112239,0.785193725,-5.223562945
AGAP9,0.243857343,8.72543115,1.327674029,0.19228616,0.790586298,-5.124972732
GTPBP2,0.322948349,8.60489304,1.324865817,0.193207165,0.790586298,-5.083233796
CD74,-0.251999334,11.07846894,-1.323170244,0.193764889,0.790586298,-5.605870385
H4C5,-0.236705748,9.20281948,-1.321222081,0.194407215,0.790586298,-5.235419507
